id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,weighted_rating,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
42981,tt0113104,Frank and Ollie,Frank and Ollie,1995,1995-10-20,89.0,"[""Documentary""]","[""Walt Disney Pictures"",""Theodore Thomas Productions""]","[""United States of America""]",[],,0.142357,7.5,4,6.2163,0,0,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!",,Released,en,False,False,"[""film history"",""animation filmmaking""]",False
43643,tt0111701,White Fang 2: Myth of the White Wolf,White Fang 2: Myth of the White Wolf,1994,1994-04-15,106.0,"[""Action"",""Adventure"",""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",White Fang Collection,1.819367,5.1,17,6.1402,0,0,"A boy and his dog, White Fang, must try to save the noble Haida tribe from evil white men in turn-of-the-century Alaska.",An Ancient Myth. A Land of Mystery. An Extraordinary Adventure.,Released,en,False,False,"[""adventure""]",False
44683,tt1216515,Tinker Bell and the Great Fairy Rescue,Tinker Bell and the Great Fairy Rescue,2010,2010-08-13,76.0,"[""Animation"",""Adventure"",""Family"",""Fantasy""]","[""DisneyToon Studios"",""Walt Disney Animation Studios"",""Prana Animation Studios""]","[""India"",""United States of America""]","[""English""]",Tinker Bell Collection,5.963431,6.3,225,6.2424,0,0,"During a summer stay on the mainland, Tinker Bell is accidentally discovered while investigating a little girl's fairy house. As the other fairies, led by the brash Vidia, launch a daring rescue in the middle of a fierce storm, Tink develops a special bond with the lonely, little girl.",,Released,en,False,False,"[""london england"",""flying"",""countryside"",""magic"",""fairy"",""fairy tale"",""peter pan"",""vacation"",""friends"",""growing up"",""rescue"",""summer"",""scientist"",""father daughter relationship"",""human"",""father daughter conflict"",""tinkerbell""]",True
45325,tt0112302,Tom and Huck,Tom and Huck,1995,1995-12-22,97.0,"[""Action"",""Adventure"",""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Deutsch""]",,2.561161,5.4,45,6.0949,0,0,"A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence.",The Original Bad Boys.,Released,en,False,False,[],True
49013,tt1216475,Cars 2,Cars 2,2011,2011-06-11,106.0,"[""Animation"",""Family"",""Adventure"",""Comedy""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English"",""日本語"",""Italiano"",""Français""]",Cars Collection,13.693002,5.8,2088,5.8501,200000000,559852396,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,Ka-ciao!,Released,en,False,False,"[""car race"",""sequel"",""comedy"",""anthropomorphism"",""best friend"",""duringcreditsstinger""]",True
49529,tt0401729,John Carter,John Carter,2012,2012-03-07,132.0,"[""Action"",""Adventure"",""Science Fiction""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,14.670353,6.1,2170,6.112,260000000,284139100,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.","Lost in our world, found in another.",Released,en,False,False,"[""based on novel"",""mars"",""medallion"",""space travel"",""princess"",""alien"",""steampunk"",""martian"",""escape"",""edgar rice burroughs"",""alien race"",""superhuman strength"",""mars civilization"",""sword and planet"",""19th century"",""3d""]",True
49948,tt0120910,Fantasia 2000,Fantasia 2000,1999,1999-12-17,74.0,"[""Animation"",""Family"",""Music""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Fantasia Collection,14.972573,7.0,300,6.5996,80000000,90874570,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",,Released,en,False,False,"[""orchestra"",""musical segments""]",False
50321,tt1305591,Mars Needs Moms,Mars Needs Moms,2011,2011-03-09,88.0,"[""Adventure"",""Animation"",""Family""]","[""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",,7.24717,5.6,202,5.9581,150000000,38992758,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",Mom needs a little space.,Released,en,False,False,"[""boy"",""alien"",""rescue"",""martian"",""alien abduction"",""alien invasion"",""based on children's book"",""duringcreditsstinger""]",True
51162,tt1449283,Winnie the Pooh,Winnie the Pooh,2011,2011-04-13,63.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",,7.357682,6.8,263,6.4798,30000000,14460000,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",Oh Pooh.,Released,en,False,False,"[""owl"",""tiger"",""aftercreditsstinger"",""duringcreditsstinger""]",False
51588,tt1604171,Prom,Prom,2011,2011-04-29,104.0,"[""Comedy""]","[""Walt Disney Pictures"",""Rickshaw Productions""]","[""United States of America""]","[""English""]",,6.167646,5.7,139,6.0411,8000000,10130000,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.","There are hundreds of nights in high school, but there’s only one prom.",Released,en,False,False,"[""single parent"",""waitress"",""fountain"",""friendship"",""high school"",""prom"",""music fan""]",True
54540,tt1482393,Beverly Hills Chihuahua 2,Beverly Hills Chihuahua 2,2011,2011-02-01,93.0,"[""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""Nederlands"",""English"",""Deutsch""]",Beverly Hills Chihuahua Collection,3.58087,5.4,60,6.066,0,12000000,"in Disney's Beverly Hills Chihuahua 2, the comedy that's a pack of outrageous fun for the whole family. Puppy mayhem turns the lives of newlywed Chihuahua parents Papi and Chloe upside down when their rambunctious, mischievous puppies present one challenge after another. But when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. So Papi, Chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages. Featuring an all-star cast, including George Lopez (voice of Papi), and complete with a litter of bonus features, this heartwarming tale of the meaning of family, friendship and loyalty is a special breed of fun - times five.",The family just got bigger.,Released,en,False,False,[],False
56067,tt0068276,The Biscuit Eater,The Biscuit Eater,1972,1972-03-22,92.0,"[""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,0.001393,5.9,5,6.1943,0,0,"Nothing warms the heart like the story of a boy and his dog. Lonnie (Johnny Whitaker) and Text (George Spell) are two friends determined, against all odds, to turn a misfit hound into a hero. Tennessee farmer and dog trainer Harve McNeil (Earl Holliman) tells his son Lonnie that his dog, Moreover, is a good-for-nothing ""biscuit eater.""",,Released,en,False,False,"[""friendship"",""dog"",""racial harmony""]",False
57201,tt1210819,The Lone Ranger,The Lone Ranger,2013,2013-07-03,149.0,"[""Action"",""Adventure"",""Western""]","[""Walt Disney Pictures"",""Jerry Bruckheimer Films"",""Infinitum Nihil"",""Silver Bullet Productions (II)"",""Blind Wink Productions"",""Classic Media""]","[""United States of America""]","[""English""]",,12.729104,5.9,2361,5.9337,255000000,89289910,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",Never Take Off the Mask,Released,en,False,False,"[""texas"",""horse"",""survivor"",""texas ranger"",""partner"",""outlaw"",""escape"",""lawyer"",""train"",""lone ranger"",""comanche"",""the lone ranger"",""tonto""]",True
62177,tt1217209,Brave,Brave,2012,2012-06-21,93.0,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Action"",""Fantasy""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,15.876341,6.7,4760,6.6703,185000000,538983207,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",Change your fate.,Released,en,False,False,"[""scotland"",""rebel"",""bravery"",""kingdom"",""archer"",""wish"",""bear"",""scot"",""rebellious daughter"",""turns into animal"",""archery"",""ruins"",""aftercreditsstinger"",""peace offering"",""woman director"",""courage"",""3d""]",True
62211,tt1453405,Monsters University,Monsters University,2013,2013-06-20,104.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English""]","Monsters, Inc. Collection",16.267502,7.0,3622,6.9387,200000000,743559607,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,School never looked this scary.,Released,en,False,False,"[""monster"",""dormitory"",""games"",""animation"",""best friend"",""university"",""scary"",""aftercreditsstinger""]",True
64328,tt1204342,The Muppets,The Muppets,2011,2011-11-22,103.0,"[""Comedy"",""Family"",""Music""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",The Muppet Collection,10.214369,6.5,509,6.3884,45000000,165184237,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",They're closer than you think.,Released,en,False,False,"[""musical"",""the muppets"",""robot"",""oil tycoon"",""studio tour"",""duringcreditsstinger""]",True
65158,tt0111271,Squanto: A Warrior's Tale,Squanto: A Warrior's Tale,1994,1994-10-28,102.0,"[""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,1.935006,6.1,7,6.1969,0,3337685,"Squanto is a high-born Indian warrior from a tribe on the Atlantic coast of North America which devotes its life to hunting and rivalry with a neighboring tribe. Everything changes forever after a ship arrives from England, prospecting the region's commercial potential for the rich Sir George, who uses all his wealth and influence only for ever greater profit. When it returns, several Indians find themselves captives on board, including Squanto. The arrogant Christians consider themselves utterly superior to the 'heathen savages' and treat them as brutally as they do beasts. Squanto fights a bear in a circus, not understanding how men can be so cruel to that creature either, and manages a spectacular escape, but where must he go? He finds shelter and help in a rural monastery, where it takes his protector some effort to prevent the others considering the unknown as diabolical. In time sir George's men come looking for him most brutally...",,Released,en,False,False,[],True
68728,tt1623205,Oz: The Great and Powerful,Oz: The Great and Powerful,2013,2013-03-07,130.0,"[""Fantasy"",""Adventure"",""Family""]","[""Walt Disney Pictures"",""Roth Films""]","[""United States of America""]","[""English""]",,11.137329,5.7,3576,5.7386,200000000,491868548,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.","In Oz, nothing is what it seems",Released,en,False,False,"[""circus"",""witch"",""magic"",""hope"",""illusion"",""lost"",""magic trick"",""wizard"",""3d""]",True
71689,tt1825918,Phineas and Ferb the Movie: Across the 2nd Dimension,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,2011-08-05,78.0,"[""Animation"",""Comedy"",""Family"",""TV Movie""]","[""Walt Disney Pictures"",""Walt Disney Television Animation""]","[""United States of America""]","[""English""]",,5.506221,6.6,107,6.3045,0,0,"Perry's worst fear comes true when Phineas and Ferb finds out that he is in fact Secret Agent P, but that soon pales in comparison during a trip to the 2nd dimension where Perry finds out that Dr. Doofenshmirtz is truly evil and successful.","An adventure so big, one dimension isn't enough.",Released,en,False,False,"[""brother brother relationship"",""monster"",""one-sided love"",""secret agent"",""alternate dimension"",""growing up"",""mad scientist"",""based on tv series"",""dating"",""teenager"",""super villain"",""pet owner reunion"",""phineas and ferb""]",True
71805,tt0099816,Shipwrecked,Håkon Håkonsen,1990,1990-10-03,92.0,"[""Adventure"",""Family""]","[""Walt Disney Pictures"",""Filmkameratene A/S"",""Svensk Filmindustri (SF)""]","[""United States of America"",""Norway"",""Sweden""]","[""English"",""Norsk""]",,0.792706,6.1,14,6.1947,0,0,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,,Released,en,False,False,"[""island"",""ship"",""pirate"",""sailor"",""cabin boy"",""19th century""]",False
71864,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,2012-08-15,105.0,"[""Fantasy"",""Drama"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Español""]",,5.426921,6.6,392,6.4262,0,51854875,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",He's a force of nature.,Released,en,False,False,"[""green"",""dodgeball"",""incredibile"",""timothy""]",True
73478,tt0056373,The Prince and the Pauper,The Prince and the Pauper,1962,1962-03-11,93.0,[],"[""Walt Disney Pictures""]","[""United States of America""]","[""Deutsch"",""English"",""Español""]",,0.01573,0.0,0,6.1992,0,0,"In the London of 1537, two boys resembling each other exactly meet accidentally and exchange ""roles"" for a short while. After many adventures, the prince regains his rightful identity and graciously makes his ""twin"" a ward of the court.",,Released,en,False,False,[],False
75258,tt1217213,Secret of the Wings,Secret of the Wings,2012,2012-08-17,92.0,"[""Animation"",""Family"",""Fantasy"",""Adventure""]","[""DisneyToon Studios"",""Walt Disney Animation Studios"",""Prana Animation Studios""]","[""India"",""United States of America""]","[""English""]",Tinker Bell Collection,9.32058,6.5,303,6.3503,0,0,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,Two Worlds. One Magical Secret.,Released,en,False,False,"[""winter"",""fairy tale"",""cold"",""separation"",""duringcreditsstinger"",""woman director"",""fairies""]",True
77606,tt0323810,Right on Track,Right on Track,2003,2003-03-21,89.0,"[""Drama"",""Family"",""TV Movie""]","[""Walt Disney Pictures"",""Just Singer Entertainment""]","[""United States of America""]","[""English""]",,0.800038,5.4,7,6.1809,0,0,"Based a on a true story about two sisters who came out on top of a man's sport. The story is based on Erica and Courtney Enders, two sisters who get in to junior drag racing and make it all the way to the top. The two sisters fight a battle of fellow racers who are against having girls race with them therefore it pushes them harder to compete against their competition. Erica becomes stressed when her racing life becomes mixed with her social life and academic goals, and decided to quit racing, until she realizes racing is what she truly wants to do. Finally towards the end of their teen years the Enders sisters come out on top to win the junior drag racing national title. They continue to race throughout high school and college, and still do so today.",,Released,en,False,False,"[""sister sister relationship"",""biography"",""tv movie"",""disney channel"",""drag racing"",""drag racer""]",False
82690,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,2012-11-01,108.0,"[""Family"",""Animation"",""Comedy"",""Adventure""]","[""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",Wreck-It Ralph Collection,13.697597,7.1,4656,7.0455,165000000,471222889,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",The story of a regular guy just looking for a little wreck-ognition.,Released,en,False,False,"[""support group"",""product placement"",""bullying"",""racing"",""arcade"",""medal"",""self esteem"",""curiosity"",""precocious child"",""aftercreditsstinger"",""duringcreditsstinger"",""first person shooter"",""glitch"",""carefree"",""video gamer"",""q*bert"",""interrupted wedding"",""social reject""]",True
92208,tt0250593,Mom's Got a Date With a Vampire,Mom's Got a Date With a Vampire,2000,2000-10-13,85.0,[],"[""Walt Disney Pictures""]","[""Canada"",""United States of America""]","[""English""]",,1.449806,5.4,24,6.14,0,0,"The Hansen kids are in a jam. Adam and his best friend Duffy have gotten their hands on some tickets for the Headless Horseman concert, and his sister Chelsea has a date with her dreamy boyfriend Peter. The only problem is they're both grounded. Chelsea and Adam will do whatever it takes to get their mom Lynette out of the house, even if it includes a chance meeting with a very mysterious man. Everything seems to go according to plan until their little brother Taylor realizes that this stranger might be a vampire.",,Released,en,False,False,[],True
102651,tt1587310,Maleficent,Maleficent,2014,2014-05-28,97.0,"[""Fantasy"",""Adventure"",""Action"",""Family"",""Romance""]","[""Walt Disney Pictures"",""Walt Disney Studios Motion Pictures"",""Roth Films""]","[""United States of America""]","[""English""]",,19.467404,7.0,4607,6.951,180000000,758539785,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",Don't believe the fairy tale.,Released,en,False,False,"[""fairy tale"",""villain"",""sleeping beauty"",""dark fantasy"",""based on fairy tale"",""adaptation"",""retelling"",""literary adaptation"",""3d""]",True
105864,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,2015-11-14,93.0,"[""Adventure"",""Animation"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,12.319595,6.6,1782,6.5422,175000000,331926147,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,Little Arms With Big Attitude,Released,en,False,False,"[""tyrannosaurus rex"",""friends"",""alternate history"",""dinosaur"",""fear"",""storm"",""nature"",""human"",""journey""]",True
105965,tt2224075,Beverly Hills Chihuahua 3 - Viva La Fiesta!,Beverly Hills Chihuahua 3 - Viva La Fiesta!,2012,2012-09-03,89.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""Nederlands"",""English"",""Deutsch"",""svenska""]",Beverly Hills Chihuahua Collection,4.01161,5.8,33,6.1596,0,0,"When Papi &amp; co move into a luxurious hotel, his youngest pup Rosa feels neglected and he must show her how special she is.",Family Always Matters,Released,en,False,False,[],False
109445,tt2294629,Frozen,Frozen,2013,2013-11-27,102.0,"[""Animation"",""Adventure"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",Frozen Collection,24.248243,7.3,5440,7.2425,150000000,1274219009,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",Only the act of true love will thaw a frozen heart.,Released,en,False,False,"[""queen"",""musical"",""princess"",""betrayal"",""snowman"",""animation"",""reindeer"",""curse"",""snow"",""troll"",""mountain climber"",""aftercreditsstinger"",""woman director"",""3d""]",True
127380,tt2277860,Finding Dory,Finding Dory,2016,2016-06-16,97.0,"[""Adventure"",""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios"",""Hurwitz Creative""]","[""United States of America""]","[""English""]",Finding Nemo Collection,14.477677,6.8,4333,6.7611,200000000,1028570889,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,An unforgettable journey she probably won't remember.,Released,en,False,False,"[""fish"",""amnesia"",""sequel"",""animation"",""talking animal"",""anthropomorphism"",""underwater""]",False
140823,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,2013-11-16,125.0,"[""Comedy"",""Drama"",""History""]","[""Walt Disney Pictures"",""BBC Films"",""Ruby Films"",""Essential Media & Entertainment"",""Hopscotch Features""]","[""Australia"",""United Kingdom"",""United States of America""]","[""English""]",,15.130888,7.3,1256,7.0878,35000000,112544580,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,"Where her book ended, their story began.",Released,en,False,False,"[""biography"",""animation"",""writer"",""film production""]",True
150540,tt2096673,Inside Out,Inside Out,2015,2015-06-09,94.0,"[""Drama"",""Comedy"",""Animation"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,23.985587,7.9,6737,7.8275,175000000,857611174,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",Meet the little voices inside your head.,Released,en,False,False,"[""dream"",""cartoon"",""imaginary friend"",""animation"",""family"",""moving"",""kids"",""unicorn"",""duringcreditsstinger"",""3d"",""emotions""]",True
150689,tt1661199,Cinderella,Cinderella,2015,2015-03-12,105.0,"[""Romance"",""Fantasy"",""Family"",""Drama""]","[""Walt Disney Pictures"",""Genre Films"",""Beagle Pug Films"",""Allison Shearmur Productions""]","[""United Kingdom"",""United States of America""]","[""English""]",,19.801128,6.7,2426,6.6449,95000000,543514353,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",Midnight is just the beginning.,Released,en,False,False,"[""cinderella"",""magic"",""prince"",""fairy tale"",""kingdom"",""royalty"",""orphan"",""lost shoe"",""evil stepmother"",""retelling""]",True
151960,tt1691917,Planes,Planes,2013,2013-08-09,91.0,"[""Animation"",""Family"",""Adventure"",""Comedy""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",Planes Collection,11.604181,5.7,568,5.8725,50000000,219788712,"Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.",From above the world of Cars,Released,en,False,False,"[""crop duster"",""fighter jet"",""anthropomorphism""]",False
158852,tt1964418,Tomorrowland,Tomorrowland,2015,2015-05-19,130.0,"[""Adventure"",""Family"",""Mystery"",""Science Fiction""]","[""Walt Disney Pictures"",""Babieka"",""A113""]","[""United States of America""]","[""English""]",,22.296076,6.2,2904,6.1999,190000000,209154322,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",Imagine a world where nothing is impossible.,Released,en,False,False,"[""inventor"",""apocalypse"",""destiny"",""imax"",""dreamer"",""futuristic car"",""futuristic city""]",True
166426,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017,2017-05-23,129.0,"[""Adventure"",""Action"",""Fantasy"",""Comedy""]","[""Walt Disney Pictures"",""Jerry Bruckheimer Films"",""Infinitum Nihil"",""Moving Picture Company (MPC)""]","[""United States of America""]","[""English""]",Pirates of the Caribbean Collection,133.82782,6.6,2814,6.5614,230000000,794191988,"Thrust into an all-new paycheck, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of a payout lies in seeking out the legendary Trident of Numbers, but to find it, he must forge an uneasy alliance with a reasonably intelligent and pretty astronomer and a irritating young man in the British navy.",,Released,en,False,False,"[""sea"",""ship"",""sequel"",""artifact"",""treasure map"",""pirate"",""period drama"",""monkey"",""swashbuckler"",""ghost"",""caribbean"",""trident""]",False
177572,tt2245084,Big Hero 6,Big Hero 6,2014,2014-10-24,102.0,"[""Adventure"",""Family"",""Animation"",""Action"",""Comedy""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",,213.849907,7.8,6289,7.7271,165000000,652105443,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",From the creators of Wreck-it Ralph and Frozen,Released,en,False,False,"[""brother brother relationship"",""hero"",""talent"",""revenge"",""best friend"",""another dimension"",""robot"",""boy genius"",""hate"",""aftercreditsstinger"",""moral dilemma"",""3d"",""teen superheroes"",""dead brother""]",True
198185,tt1647668,Million Dollar Arm,Million Dollar Arm,2014,2014-05-09,124.0,"[""Drama""]","[""Walt Disney Pictures""]","[""United States of America""]","[""हिन्दी"",""English""]",,9.453942,6.6,264,6.3868,25000000,38307627,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.","Sometimes to win, sometimes you have to change the game",Released,en,False,False,"[""baseball"",""sport"",""duringcreditsstinger""]",False
218778,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,2014-10-08,81.0,"[""Family"",""Comedy""]","[""Walt Disney Pictures"",""21 Laps Entertainment"",""Jim Henson Company, The""]","[""United States of America""]","[""English""]",,7.861004,6.1,502,6.1371,28000000,100654149,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",One day can change everything.,Released,en,False,False,"[""based on novel"",""job interview"",""bad luck"",""wish"",""one day"",""based on children's book"",""driver's test""]",False
218836,tt2980706,Planes: Fire & Rescue,Planes: Fire & Rescue,2014,2014-07-17,83.0,"[""Animation"",""Comedy"",""Adventure"",""Family""]","[""Walt Disney Pictures"",""DisneyToon Studios"",""Prana Studios"",""Prana Animation Studios""]","[""United States of America""]","[""English""]",Planes Collection,7.579855,5.8,286,6.0043,50000000,151165787,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.","When others fly out, heroes fly in.",Released,en,False,False,"[""firemen"",""national park"",""sequel"",""anthropomorphism""]",True
